trial_id,persona_id,risk_tolerance,decision_style,risk_posture,exploration_style,winner,chip_delta,pot_size,strategy_basis,reward
texas-holdem_web__V2mLhmm,0124,Balanced,Directive,balanced,compared_multiple,player,200,400,hand_strength,1.0
texas-holdem_web__V3sKkUY,0576,Risk-seeking,Directive,risk_seeking,quick_pick,player,20,80,bluff,1.0
texas-holdem_web__V7MK6P4,0233,Balanced,Intuitive,balanced,compared_multiple,opponent,-140,340,hand_strength,1.0
texas-holdem_web__V8PKKA3,0956,Risk-seeking,Analytical,risk_averse,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__VRSZzrv,0654,Risk-averse,Directive,risk_averse,quick_pick,opponent,-10,30,hand_strength,1.0
texas-holdem_web__VTJtc3r,0278,Balanced,Intuitive,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__VWaNkqF,0711,Balanced,Intuitive,balanced,compared_multiple,player,20,80,hand_strength,1.0
texas-holdem_web__VWvkB3q,0642,Risk-tolerant,Consensus-driven,balanced,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__VYmwXUZ,0408,Risk-seeking,Deliberative,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__Vd83ToZ,0236,Risk-averse,Directive,risk_averse,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__VnS2hBY,0147,Balanced,Deliberative,balanced,compared_multiple,player,380,760,hand_strength,1.0
texas-holdem_web__VprnUEH,0613,Risk-averse,Directive,opportunistic,quick_pick,player,70,210,hand_strength,1.0
texas-holdem_web__VtU5CBs,0721,Risk-seeking,Consensus-driven,balanced,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__VvpMygo,0386,Risk-averse,Analytical,risk_averse,hesitant,opponent,-80,160,hand_strength,1.0
texas-holdem_web__W2csuzz,0019,Risk-seeking,Analytical,opportunistic,compared_multiple,player,20,90,hand_strength,1.0
texas-holdem_web__W3cfckD,0718,Balanced,Deliberative,risk_averse,quick_pick,opponent,-10,30,hand_strength,1.0
texas-holdem_web__W6dNV8u,0832,Risk-averse,Intuitive,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__W8brXeZ,0458,Risk-tolerant,Directive,risk_averse,quick_pick,opponent,-10,30,hand_strength,1.0
texas-holdem_web__W9tGib8,0025,Cautious,Intuitive,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__WCNYmCY,0195,Cautious,Consensus-driven,opportunistic,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__WDcrkyf,0897,Risk-tolerant,Intuitive,balanced,quick_pick,opponent,-70,200,bluff,1.0
texas-holdem_web__WJcemej,0893,Balanced,Consensus-driven,balanced,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__WPXMVe2,0263,Risk-averse,Deliberative,risk_averse,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__WUL5wGE,0404,Cautious,Consensus-driven,balanced,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__WVahUtH,0577,Balanced,Directive,balanced,compared_multiple,player,20,70,hand_strength,1.0
texas-holdem_web__WWtC3WN,0347,Risk-seeking,Analytical,risk_seeking,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__WYJRsVk,0610,Risk-tolerant,Deliberative,balanced,compared_multiple,player,20,70,hand_strength,1.0
texas-holdem_web__WZxhJiL,0966,Risk-seeking,Deliberative,opportunistic,compared_multiple,player,200,400,hand_strength,1.0
texas-holdem_web__WfENMM2,0617,Risk-tolerant,Intuitive,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__Wh2nTfJ,0114,Risk-tolerant,Intuitive,balanced,quick_pick,opponent,-20,40,hand_strength,1.0
texas-holdem_web__WhKCuHD,0773,Cautious,Consensus-driven,balanced,compared_multiple,opponent,-80,220,pot_odds,1.0
texas-holdem_web__Wi8TTQM,0902,Risk-seeking,Intuitive,opportunistic,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__WmhJaTS,0726,Risk-seeking,Consensus-driven,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__Wr9W4mh,0342,Risk-seeking,Analytical,risk_seeking,compared_multiple,opponent,-80,220,bluff,1.0
texas-holdem_web__X3PKTar,0509,Balanced,Directive,opportunistic,compared_multiple,player,260,520,hand_strength,1.0
texas-holdem_web__X9QqFKJ,0067,Risk-seeking,Deliberative,opportunistic,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__XDRsPC9,0571,Balanced,Analytical,balanced,compared_multiple,opponent,-80,160,hand_strength,1.0
texas-holdem_web__XGgBMd7,0105,Risk-tolerant,Analytical,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__XHwDfjH,0788,Risk-tolerant,Directive,risk_seeking,compared_multiple,opponent,-140,340,hand_strength,1.0
texas-holdem_web__XKkabAH,0187,Risk-averse,Consensus-driven,balanced,compared_multiple,opponent,-80,160,hand_strength,1.0
texas-holdem_web__XTCrAwq,0730,Risk-seeking,Intuitive,balanced,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__XXYcToQ,0722,Risk-tolerant,Consensus-driven,opportunistic,compared_multiple,player,20,80,hand_strength,1.0
texas-holdem_web__XY3Vygh,0281,Risk-averse,Intuitive,risk_averse,compared_multiple,player,20,100,hand_strength,1.0
texas-holdem_web__XaNCCxa,0525,Risk-averse,Consensus-driven,balanced,quick_pick,player,20,80,hand_strength,1.0
texas-holdem_web__XbFm5X9,0919,Risk-averse,Deliberative,risk_averse,quick_pick,player,20,100,hand_strength,1.0
texas-holdem_web__XhTjEGd,0061,Risk-tolerant,Directive,balanced,quick_pick,player,20,80,hand_strength,1.0
texas-holdem_web__XiWdRLZ,0900,Balanced,Directive,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__XrBQ5T6,0396,Cautious,Directive,risk_averse,quick_pick,opponent,-80,220,hand_strength,1.0
texas-holdem_web__Xxsgytf,0237,Cautious,Directive,balanced,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__XyfTNoA,0182,Risk-seeking,Analytical,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__Y2Jb4xM,0651,Balanced,Intuitive,balanced,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__Y5e22k9,0320,Cautious,Consensus-driven,risk_averse,quick_pick,opponent,-10,30,hand_strength,1.0
texas-holdem_web__YAFWqJ2,0896,Risk-averse,Analytical,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__YBAdKpZ,0048,Risk-tolerant,Deliberative,balanced,quick_pick,player,20,60,hand_strength,1.0
texas-holdem_web__YBvKq7V,0309,Cautious,Analytical,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__YGeQg5g,0917,Risk-averse,Consensus-driven,balanced,compared_multiple,player,20,80,hand_strength,1.0
texas-holdem_web__YLSho6a,0539,Cautious,Intuitive,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__YSPYLB3,0457,Balanced,Intuitive,balanced,compared_multiple,player,20,100,hand_strength,1.0
texas-holdem_web__YUYSKhr,0165,Balanced,Consensus-driven,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__YdEaTrY,0809,Risk-seeking,Consensus-driven,risk_seeking,compared_multiple,opponent,-80,160,hand_strength,1.0
texas-holdem_web__Yf4p98w,0186,Cautious,Analytical,balanced,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__YiRBBF6,0029,Risk-seeking,Directive,balanced,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__Yr4DjjW,0401,Risk-seeking,Deliberative,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__Ytesdjd,0762,Cautious,Consensus-driven,risk_averse,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__YuJMSTi,0259,Balanced,Consensus-driven,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__YuyjhQd,0388,Risk-averse,Consensus-driven,opportunistic,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__YwCrV3P,0805,Risk-tolerant,Deliberative,balanced,quick_pick,player,70,220,hand_strength,1.0
texas-holdem_web__YwwJtM8,0271,Balanced,Intuitive,risk_averse,hesitant,opponent,-20,100,hand_strength,1.0
texas-holdem_web__YyBSRYK,0844,Risk-tolerant,Intuitive,balanced,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__Z4QE4PG,0792,Risk-averse,Directive,risk_averse,hesitant,player,20,40,hand_strength,1.0
texas-holdem_web__Z8UZKmc,0123,Risk-averse,Consensus-driven,balanced,compared_multiple,player,120,240,hand_strength,1.0
texas-holdem_web__ZAg5MTN,0462,Balanced,Analytical,balanced,compared_multiple,player,20,100,hand_strength,1.0
texas-holdem_web__ZDVZbjx,0575,Balanced,Consensus-driven,opportunistic,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__ZL6Kjw8,0952,Cautious,Analytical,balanced,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__ZNS87Tr,0395,Risk-tolerant,Deliberative,risk_averse,quick_pick,opponent,-10,30,hand_strength,1.0
texas-holdem_web__ZPAKeFu,0323,Cautious,Consensus-driven,balanced,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__ZR3tqzZ,0066,Cautious,Analytical,risk_averse,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__ZREtrCd,0160,Risk-averse,Intuitive,risk_averse,quick_pick,opponent,-10,30,hand_strength,1.0
texas-holdem_web__ZTS5UWf,0706,Balanced,Directive,risk_averse,quick_pick,opponent,-10,30,hand_strength,1.0
texas-holdem_web__ZW6FfTp,0198,Risk-seeking,Directive,risk_seeking,compared_multiple,player,540,1080,hand_strength,1.0
texas-holdem_web__ZWwayKb,0542,Risk-tolerant,Deliberative,opportunistic,compared_multiple,player,80,240,hand_strength,1.0
texas-holdem_web__ZX4WGxN,0283,Risk-tolerant,Consensus-driven,balanced,compared_multiple,opponent,-140,340,hand_strength,1.0
texas-holdem_web__ZZoVFQU,0874,Risk-seeking,Intuitive,risk_seeking,quick_pick,opponent,-190,440,hand_strength,1.0
texas-holdem_web__ZasWGei,0353,Risk-averse,Consensus-driven,risk_averse,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__ZeBCpYJ,0111,Cautious,Consensus-driven,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__ZetAtWY,0771,Balanced,Consensus-driven,balanced,deep_research,player,260,520,hand_strength,1.0
texas-holdem_web__ZgqMNCa,0063,Cautious,Directive,opportunistic,compared_multiple,opponent,-80,160,pot_control,1.0
texas-holdem_web__ZuHQggx,0181,Risk-averse,Consensus-driven,balanced,compared_multiple,player,60,120,hand_strength,1.0
texas-holdem_web__a2PJyH4,0591,Cautious,Analytical,balanced,compared_multiple,opponent,-200,460,hand_strength,1.0
texas-holdem_web__a4kS4Wv,0960,Risk-averse,Directive,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__aB8sVmj,0136,Cautious,Directive,balanced,compared_multiple,player,20,80,hand_strength,1.0
texas-holdem_web__aBKxNUg,0772,Risk-averse,Consensus-driven,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__aCNcPyY,0299,Risk-averse,Directive,risk_averse,compared_multiple,opponent,-140,340,hand_strength,1.0
texas-holdem_web__aG2daBr,0428,Balanced,Directive,balanced,compared_multiple,player,260,520,hand_strength,1.0
texas-holdem_web__aJNzdLc,0005,Balanced,Intuitive,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__aRjXdnv,0743,Risk-averse,Analytical,risk_averse,compared_multiple,player,200,400,hand_strength,1.0
texas-holdem_web__aTXtXDi,0644,Risk-seeking,Intuitive,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__aWMUCW4,0647,Risk-seeking,Analytical,risk_seeking,quick_pick,player,70,210,hand_strength,1.0
texas-holdem_web__aYFp9qc,0823,Risk-tolerant,Intuitive,opportunistic,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__aaLGeaV,0422,Risk-averse,Deliberative,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__aiFkt83,0482,Risk-averse,Directive,risk_averse,compared_multiple,player,320,640,hand_strength,1.0
texas-holdem_web__av6nUsD,0328,Cautious,Deliberative,balanced,compared_multiple,player,80,160,hand_strength,1.0
texas-holdem_web__b4fALgJ,0369,Cautious,Directive,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__b53qSUv,0774,Cautious,Deliberative,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__bRkWVhW,0987,Risk-averse,Analytical,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__bVbvoNa,0908,Balanced,Directive,risk_averse,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__bYDVeFv,0934,Risk-tolerant,Consensus-driven,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__bZ52wUL,0381,Cautious,Deliberative,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__bZzjgPZ,0819,Risk-tolerant,Consensus-driven,balanced,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__bbBHWyh,0178,Risk-seeking,Directive,risk_seeking,quick_pick,player,20,80,hand_strength,1.0
texas-holdem_web__brDrguA,0228,Cautious,Deliberative,risk_averse,quick_pick,opponent,-20,40,hand_strength,1.0
texas-holdem_web__bt2i7Kw,0566,Balanced,Directive,balanced,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__bxNG2PN,0004,Risk-seeking,Analytical,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__c6PRuwQ,0426,Risk-tolerant,Consensus-driven,balanced,compared_multiple,player,140,280,hand_strength,1.0
texas-holdem_web__c6ZFRLL,0291,Risk-seeking,Intuitive,balanced,compared_multiple,player,20,80,hand_strength,1.0
texas-holdem_web__c97HXfu,0439,Cautious,Consensus-driven,balanced,compared_multiple,opponent,-200,460,hand_strength,1.0
texas-holdem_web__cG3p9Hj,0968,Cautious,Intuitive,balanced,compared_multiple,player,20,80,hand_strength,1.0
texas-holdem_web__cGDVJMA,0972,Risk-averse,Consensus-driven,risk_averse,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__cH3a4fS,0552,Risk-seeking,Directive,risk_seeking,compared_multiple,player,120,240,hand_strength,1.0
texas-holdem_web__cKZAGgj,0306,Risk-seeking,Intuitive,risk_seeking,quick_pick,player,70,210,hand_strength,1.0
texas-holdem_web__cN7qPBY,0714,Risk-seeking,Intuitive,risk_seeking,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__cPa74e3,0487,Risk-tolerant,Intuitive,balanced,compared_multiple,opponent,-70,140,hand_strength,1.0
texas-holdem_web__cQxicH4,0529,Risk-averse,Directive,balanced,quick_pick,player,70,210,hand_strength,1.0
texas-holdem_web__ccy9aCK,0035,Risk-seeking,Directive,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__cgyyfHU,0173,Risk-tolerant,Analytical,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__chawEFh,0016,Risk-seeking,Analytical,risk_seeking,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__cyjZhdk,0252,Risk-tolerant,Directive,balanced,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__cyvvmnn,0090,Risk-seeking,Deliberative,risk_seeking,compared_multiple,player,70,220,hand_strength,1.0
texas-holdem_web__d56gt3s,0026,Cautious,Directive,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__dCE5vGu,0833,Cautious,Intuitive,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__dFeKno7,0107,Risk-seeking,Consensus-driven,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__dSPb2PT,0162,Risk-tolerant,Consensus-driven,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__dSVziLu,0305,Cautious,Directive,balanced,compared_multiple,opponent,-140,340,pot_odds,1.0
texas-holdem_web__dTpBazb,0697,Cautious,Deliberative,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__dU4ghbC,0294,Balanced,Directive,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__dVQw4wN,0477,Risk-averse,Intuitive,risk_averse,quick_pick,opponent,-20,40,hand_strength,1.0
texas-holdem_web__da77puS,0007,Risk-seeking,Directive,risk_seeking,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__ddu68gV,0639,Risk-seeking,Deliberative,risk_seeking,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__df23z3o,0816,Risk-averse,Deliberative,balanced,compared_multiple,player,20,90,hand_strength,1.0
texas-holdem_web__dfKXWma,0780,Risk-seeking,Intuitive,risk_seeking,quick_pick,player,20,70,bluff,1.0
texas-holdem_web__e3zAqft,0103,Risk-tolerant,Deliberative,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__e66XfV3,0936,Cautious,Analytical,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__e745nDb,0277,Risk-seeking,Intuitive,risk_seeking,compared_multiple,opponent,-200,460,hand_strength,1.0
texas-holdem_web__e7iGVW4,0940,Risk-seeking,Consensus-driven,opportunistic,quick_pick,player,20,70,hand_strength,1.0
texas-holdem_web__e7yT6RK,0240,Cautious,Directive,risk_averse,quick_pick,opponent,-20,40,hand_strength,1.0
texas-holdem_web__eBRb9xm,0842,Risk-seeking,Analytical,risk_seeking,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__eCDUFzE,0918,Risk-tolerant,Directive,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__eCHWYBj,0883,Balanced,Analytical,balanced,compared_multiple,player,80,160,hand_strength,1.0
texas-holdem_web__eFFXdED,0260,Balanced,Intuitive,balanced,compared_multiple,player,20,60,hand_strength,1.0
texas-holdem_web__eHnP524,0308,Risk-seeking,Directive,balanced,quick_pick,opponent,-20,40,hand_strength,1.0
texas-holdem_web__eJ3ynYk,0229,Risk-seeking,Deliberative,balanced,compared_multiple,player,20,70,hand_strength,1.0
texas-holdem_web__eKyQkyZ,0274,Risk-tolerant,Intuitive,risk_averse,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__eLXUjhx,0313,Cautious,Deliberative,risk_averse,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__eNUkWd9,0789,Balanced,Directive,balanced,compared_multiple,opponent,-140,340,hand_strength,1.0
texas-holdem_web__eQgt4FU,0188,Cautious,Deliberative,balanced,compared_multiple,player,20,80,hand_strength,1.0
texas-holdem_web__eR6pGA8,0693,Risk-tolerant,Consensus-driven,balanced,compared_multiple,opponent,-80,160,hand_strength,1.0
texas-holdem_web__eShsVmh,0867,Risk-seeking,Consensus-driven,balanced,compared_multiple,player,200,400,hand_strength,1.0
texas-holdem_web__eT6f827,0620,Risk-tolerant,Deliberative,balanced,compared_multiple,tie,0,480,hand_strength,1.0
texas-holdem_web__eUTGpkc,0593,Balanced,Intuitive,balanced,quick_pick,player,20,100,hand_strength,1.0
texas-holdem_web__eWVRqMq,0945,Risk-averse,Intuitive,risk_averse,compared_multiple,player,120,240,hand_strength,1.0
texas-holdem_web__eYqBzbn,0864,Balanced,Analytical,risk_averse,compared_multiple,opponent,-20,100,pot_odds,1.0
texas-holdem_web__ebDw4qT,0128,Balanced,Deliberative,balanced,compared_multiple,player,80,240,hand_strength,1.0
texas-holdem_web__egioyLB,0993,Risk-seeking,Analytical,balanced,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__envZpzo,0441,Cautious,Directive,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__eorruep,0480,Cautious,Directive,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__eq3qjEU,0921,Risk-tolerant,Deliberative,balanced,compared_multiple,opponent,-140,340,hand_strength,1.0
texas-holdem_web__euZHrH6,0051,Risk-averse,Analytical,risk_averse,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__eudfJrH,0470,Risk-averse,Intuitive,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__ewZ3FiQ,0307,Risk-averse,Directive,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__eyoMfNB,0390,Risk-averse,Intuitive,balanced,quick_pick,player,320,640,hand_strength,1.0
texas-holdem_web__f6hzdZN,0037,Risk-tolerant,Deliberative,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__fBG4KuV,0664,Balanced,Deliberative,balanced,compared_multiple,player,310,620,hand_strength,1.0
texas-holdem_web__fBjwghA,0857,Balanced,Analytical,balanced,compared_multiple,player,220,440,hand_strength,1.0
texas-holdem_web__fEh7pMV,0531,Balanced,Intuitive,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__fK58Y8y,0069,Risk-seeking,Directive,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__fKJqLEd,0695,Balanced,Analytical,balanced,quick_pick,player,200,400,hand_strength,1.0
texas-holdem_web__fPznQZY,0939,Risk-seeking,Directive,risk_seeking,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__fQ7wUTK,0567,Risk-seeking,Analytical,opportunistic,compared_multiple,tie,0,400,hand_strength,1.0
texas-holdem_web__fQPQxn4,0397,Risk-averse,Intuitive,risk_averse,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__fUWRzi6,0964,Risk-tolerant,Deliberative,balanced,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__fYaxYfc,0797,Cautious,Consensus-driven,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__fcLHWF6,0969,Balanced,Intuitive,risk_averse,quick_pick,opponent,-10,30,hand_strength,1.0
texas-holdem_web__feYnPRE,0038,Risk-tolerant,Consensus-driven,balanced,compared_multiple,player,100,200,hand_strength,1.0
texas-holdem_web__ffwbnbK,0670,Risk-tolerant,Consensus-driven,balanced,compared_multiple,opponent,-140,340,hand_strength,1.0
texas-holdem_web__fhrBYTG,0860,Risk-averse,Consensus-driven,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__fq2iWoR,0533,Cautious,Consensus-driven,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__fv8svw5,0065,Risk-averse,Deliberative,risk_averse,compared_multiple,opponent,-360,720,hand_strength,1.0
texas-holdem_web__fvzsRqx,0729,Risk-averse,Intuitive,risk_averse,quick_pick,opponent,-20,100,pot_odds,1.0
texas-holdem_web__fynBRWp,0837,Risk-averse,Analytical,risk_averse,quick_pick,player,80,160,hand_strength,1.0
texas-holdem_web__fysL4Vr,0492,Risk-averse,Analytical,risk_averse,compared_multiple,player,20,70,hand_strength,1.0
texas-holdem_web__g6tz69d,0813,Risk-averse,Deliberative,risk_averse,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__g96ifGB,0406,Cautious,Directive,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__gFdnqpJ,0663,Risk-averse,Deliberative,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__gJ2MAym,0787,Cautious,Analytical,balanced,compared_multiple,player,240,480,hand_strength,1.0
texas-holdem_web__gJpRNZz,0384,Risk-seeking,Intuitive,opportunistic,compared_multiple,player,80,240,hand_strength,1.0
texas-holdem_web__gQp5trG,0234,Risk-seeking,Directive,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__gUAm7nC,0927,Risk-seeking,Directive,risk_seeking,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__gXFT9bc,0528,Risk-averse,Consensus-driven,risk_averse,compared_multiple,opponent,-10,30,hand_strength,1.0
texas-holdem_web__gYwdG8g,0869,Risk-seeking,Intuitive,risk_seeking,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__gcXCYuk,0554,Cautious,Consensus-driven,balanced,quick_pick,opponent,-140,280,hand_strength,1.0
texas-holdem_web__gdmcHeJ,0650,Risk-averse,Directive,risk_averse,quick_pick,opponent,-20,40,hand_strength,1.0
texas-holdem_web__ge9aSGK,0973,Balanced,Intuitive,balanced,compared_multiple,tie,0,360,hand_strength,1.0
texas-holdem_web__ggXhiwc,0540,Risk-tolerant,Consensus-driven,opportunistic,compared_multiple,player,240,480,hand_strength,1.0
texas-holdem_web__ghKVy8B,0133,Risk-tolerant,Directive,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__gitc6Jm,0601,Risk-seeking,Intuitive,risk_seeking,quick_pick,opponent,-80,160,hand_strength,1.0
texas-holdem_web__gjiJP43,0653,Risk-averse,Deliberative,balanced,compared_multiple,player,250,500,hand_strength,1.0
texas-holdem_web__gmzNQBb,0202,Risk-averse,Analytical,risk_averse,hesitant,opponent,-20,40,hand_strength,1.0
texas-holdem_web__goQKVbQ,0943,Risk-averse,Directive,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__gqDATCF,0122,Risk-tolerant,Directive,balanced,quick_pick,opponent,-20,40,hand_strength,1.0
texas-holdem_web__gqLDeQH,0415,Risk-averse,Directive,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__gr97R2M,0180,Risk-tolerant,Analytical,balanced,compared_multiple,player,20,100,hand_strength,1.0
texas-holdem_web__gtBy5DC,0629,Cautious,Analytical,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__guZVXuo,0168,Risk-averse,Analytical,balanced,compared_multiple,player,260,520,hand_strength,1.0
texas-holdem_web__gwvAmCA,0070,Risk-tolerant,Directive,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__gx4YcU4,0150,Cautious,Deliberative,risk_averse,compared_multiple,opponent,-140,340,hand_strength,1.0
texas-holdem_web__h3gxcE4,0870,Risk-averse,Consensus-driven,balanced,compared_multiple,player,20,80,hand_strength,1.0
texas-holdem_web__h3hjJ3d,0201,Cautious,Consensus-driven,risk_averse,compared_multiple,tie,0,40,hand_strength,1.0
texas-holdem_web__h7eUycz,0988,Risk-averse,Consensus-driven,risk_averse,compared_multiple,player,200,400,hand_strength,1.0
texas-holdem_web__h7edq5c,0459,Cautious,Intuitive,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__h8r6GRe,0700,Risk-averse,Directive,risk_averse,quick_pick,opponent,-20,40,hand_strength,1.0
texas-holdem_web__h9ZEp6i,0736,Risk-averse,Intuitive,risk_averse,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__hB8tXas,0373,Cautious,Analytical,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__hJdKn58,0358,Cautious,Consensus-driven,risk_averse,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__hPzQqaT,0622,Balanced,Deliberative,balanced,compared_multiple,opponent,-200,460,hand_strength,1.0
texas-holdem_web__hRKFygL,0488,Risk-seeking,Consensus-driven,risk_seeking,compared_multiple,player,200,400,hand_strength,1.0
